,Song Artist,Song Title,Part,Chords,Lyrics,Genre
458,Eminem feat. Ed Sheeran,RIVER,verse 2,Em G C D Em G C A5 D Em G C D Em G C A5 D Em G C D Em G C A5 D Em G C D Em G C,"One-night stand turned to a two-night stand it was ""Come sunlight scram"" now we hug tight and He found out now she feels deserted and used Cause he left so what he did it first to her too  Now how am I supposed to tell this girl that were through? Its hard to find the words Im aloof nervous and Sue Dont want this to hurt but what you deserve is the truth Dont take it personal I just cant say this in person to you  So I revert to the studio like hole-in-the-wall diners Dont have to be reserved in a booth I just feel like the person who Im turnin intos Irreversible I preyed on you like its church at the pew  And now that I got you I dont want you Took advantage in my thirst to pursue Why do I do this dirt that I do? Get on my soapbox and preach my sermon and speech Detergent and bleach is burnin the wound  Cause now with her in the womb  We cant bring her in this world shoulda knew  To use protection fore I bit into your forbidden fruit  ",hiphop
459,Eminem feat. Ed Sheeran,RIVER,chorus 2,Em G C D Em G C A5 Em G C D Em G C A5,Ive been (fuck!) a liar been a thief been a lover been a cheat All my sins need holy water feel it washin over me Well little one I dont want to admit to something If all its gonna cause is pain truth in my lies now are falling like the rain So let the river run  ,hiphop
460,Eminem feat. Ed Sheeran,RIVER,bridge,Em G C Em G C N.C.,My names (oh-oh) my names (oh-oh) Denver (oh-oh) river run Just call me (oh-oh) call me (oh-oh) River (oh-oh) Well let the river run  ,hiphop
461,Eminem feat. Ed Sheeran,RIVER,verse 3,C D5 C Em D5 C D5 Em Em C,"Always the bridesmaid never ""the bride hey"" Fuck can I say if life was a highway And deceit was an enclave Id be swerving in five lanes Speeds at a high rate like Im slidin on ice maybe Thats why Im may have came at you sideways I cant keep my lies straight  But I made you terminate my baby This love triangle left us in a wreck tangled What else can I say it was fun for a while bet I really woulda loved your smile  Didnt really wanna abort but fuck it whats one more lie to tell our unborn child?  ",hiphop
462,Eminem feat. Ed Sheeran,RIVER,chorus 3,Em G C D Em G C D Em G C D Em G C D,Ive been a liar been a thief been a lover been a cheat All my sins need holy water feel it washin over me Well little one (Im sorry) I dont want to admit to something (I fucked up) If all its gonna cause is pain the truth in my lies now are falling like the rain So let the river run (river run river run river run),hiphop
463,Post Malone,I FALL APART,intro,N.C. C#m G#m E F# C#m G#m E C#m,Oooh I fall apart Oooh yeah mmmmm... ,hiphop
464,Post Malone,I FALL APART,verse 1,C#m G#m E F# C#m G#m E C#m C#m G#m E F# C#m G#m E C#m C#m G#m E F# C#m G#m E C#m,She told me that Im not enough yeah And she left me with a broken heart yeah She fooled me twice and its all my fault yeah She cut too deep now she left me scarred yeah Now theres too many thoughts goin through my brain yeah And now Im takin these shots like its novacane yeah ,hiphop
465,Post Malone,I FALL APART,chorus,C#m G#m E F# C#m G#m E F# C#m G#m E F# C#m G#m E C#m,Oooh I fall apart Down to my core Oooh I fall apart Down to my core Oooh didnt know it before Surprised when you caught me off guard All this damn jewelry I bought You was my shorty I thought ,hiphop
466,Post Malone,I FALL APART,verse 2,C#m G#m E F# C#m G#m E C#m C#m G#m E F# C#m G#m E C#m C#m G#m E F# C#m G#m E C#m,Never caught a feelin this hard Harder than the liquor I pour Tell me you dont want me no more But I cant let go Everybody told me so Feelin like I sold my soul Devil in the form of a whore Devil in the form of a whore You said it No you said it No youre savage Wed be together ,hiphop
467,Post Malone,I FALL APART,chorus,C#m G#m E F# C#m G#m E F# C#m G#m E F# C#m G#m E C#m,Oooh I fall apart Down to my core Oooh I fall apart Down to my core Oooh didnt know it before Surprised when you caught me off guard All this damn jewelry I bought You was my shorty I thought ,hiphop
468,Post Malone,I FALL APART,interlude,E G#m F# E G#m B,Ice keep pourin and the drink keep flowin Try to brush it off but it keep on goin Covered in scars and I cant help showin Whippin in the foreign and the tears keep blowin Ice keep droppin and the drink keep flowin Try to brush it off but it keep on goin All these scars cant help from showin Whippin in the foreign and the tears keep blowin yeah ,hiphop
469,Post Malone,I FALL APART,chorus,C#m G#m E F# C#m G#m E F# C#m G#m E F# C#m G#m E C#m,Oooh I fall apart Down to my core Oooh I fall apart Down to my core Oooh didnt know it before Surprised when you caught me off guard All this damn jewelry I bought You was my shorty I thought,hiphop
470,twenty one pilots,WE DONT BELIEVE WHATS ON TV,intro,Am G C Am G C Am G C, Yeah yeah yeah!   ,hiphop
471,twenty one pilots,WE DONT BELIEVE WHATS ON TV,verse 1,Am G C Am G C Am G C Am G C, We dont believe whats on TV Because its what we want to see And what we want we know we cant believe We have all learned to kill our dreams.  ,hiphop
472,twenty one pilots,WE DONT BELIEVE WHATS ON TV,pre-chorus,Dm F C C7 Dm F C G, I need to know that when I fail youll still be here Cause if you stick around Ill sing you pretty sounds And well make money selling your hair  ,hiphop
473,twenty one pilots,WE DONT BELIEVE WHATS ON TV,chorus,E F C G E F C G Am G C Am G C, I dont care whats in your hair I just wanna know whats on your mind I used to say I wanna die before Im old But because of you I might think twice  Yeah yeah yeah!  (Alright second verse)  ,hiphop
474,twenty one pilots,WE DONT BELIEVE WHATS ON TV,verse 2,Am G C Am G C Am G C Am G C, What if my dream does not happen? Would I just change what Ive told my friends? Dont want to know who I could be When I wake up from a dreamers sleep.  ,hiphop
475,twenty one pilots,WE DONT BELIEVE WHATS ON TV,pre-chorus,Dm F C C7 Dm F C G, I need to know that when I fall youll still be here Cause if you stick around Ill sing you pretty sounds And well make money selling your hair  ,hiphop
476,twenty one pilots,WE DONT BELIEVE WHATS ON TV,chorus,E F C G E F C G E F C G E F C G, I dont care whats in your hair I just wanna know whats on your mind I used to say I wanna die before Im old But because of you I might think twice I dont care whats in your hair I just wanna know whats on your mind  I used to say I wanna die before Im old But because of you I might think twice  ,hiphop
477,twenty one pilots,WE DONT BELIEVE WHATS ON TV,outro,Am G C, Yeah yeah yeah!  Repeat outro as many times as you want,hiphop
478,twenty one pilots,THE JUDGE,intro,Am C Am C Am C Am C, Na Na Na Na Oh Oh Na Na Na Na Oh Oh Na Na Na Na Oh Oh  ,hiphop
479,twenty one pilots,THE JUDGE,verse 1,Am F C Dm Am F C Am F C Dm Am F C,When the leader of the bad guys sang Something soft and soaked in pain I heard the echo from his secret hideaway He mustve forgot to close his door As he cranked out those dismal chords And his four walls declared him insane  ,hiphop
480,twenty one pilots,THE JUDGE,pre-chorus,Em B Dm G,I found my way Right time wrong place As I pled my case  ,hiphop
481,twenty one pilots,THE JUDGE,chorus,F C G Am F C G Am F G C Am F Am,Youre the judge Oh no Set me free Youre the judge Oh no Set me free I know my souls freezing Hells hot for good reason So please take me  ,hiphop
482,twenty one pilots,THE JUDGE,interlude,Am C Am C,Na Na Na Na Oh Oh Na Na Na Na Oh Oh Na Na Na Na Oh Oh  ,hiphop
483,twenty one pilots,THE JUDGE,verse 2,Am C Am C Am C Am C,"Three lights are lit  But the fourth ones out I can tell cause its a bit darker  Than the last nights bout I forgot about the drought  Of light bulbs in this house So I head out  Down a route I think is heading south But Im not good with directions  And I hide behind my mouth Im a pro at imperfections  And Im best friends with my doubt And now that my minds out  And now I hear it clear and loud Im thinking ""Wow  I probably shouldve stayed inside my house.""  ",hiphop
484,twenty one pilots,THE JUDGE,pre-chorus,Em B Dm G,I found my way Right time wrong place As I pled my case  ,hiphop
485,twenty one pilots,THE JUDGE,chorus,F C G Am F C G Am F G C Am F,Youre the judge Oh no Set me free Youre the judge Oh no Set me free I know my souls freezing Hells hot for good reason So please  ,hiphop
486,twenty one pilots,THE JUDGE,bridge,Am C Am C Am C Am C Dm,I dont know if this song Is a surrender or a revel I dont know if this one Is about me or the devil I dont know if this song Is a surrender or a revel I dont know if this one Is about me or the devil  ,hiphop
487,twenty one pilots,THE JUDGE,instrumental,Am F C Dm,,hiphop
488,twenty one pilots,THE JUDGE,chorus,F C G Am F C G Am F G C Am F,Youre the judge Oh no Set me free oh no Youre the judge Oh no Set me free oh no I know my souls freezing Hells hot for good reason So please  ,hiphop
489,twenty one pilots,THE JUDGE,instrumental,F C G Dm F C G Dm,,hiphop
490,twenty one pilots,THE JUDGE,interlude,F C G Am F C G Am F C G Am,Na Na Na Na Oh Oh Na Na Na Na Oh Oh Na Na Na Na Oh Oh Na Na Na Na Oh Oh  ,hiphop
491,twenty one pilots,THE JUDGE,outro,F C G Am F C G Am F C G Am F C G Am F G C Am F,Youre the judge Oh no Set me free Youre the judge Oh no Set me free Youre the judge Oh no Set me free Youre the judge Oh no Set me free,hiphop
492,B.o.B,AIRPLANES,chorus,Em Em C G Em Em C G Em Em C G Em Em C G,Can we pretend that airplanes In the night sky Are like shooting stars I could really use a wish right now (wish right now wish right now) Can we pretend that airplanes In the night sky Are like shooting stars I could really use a wish right now (wish right now wish right now) ,hiphop
493,B.o.B,AIRPLANES,verse,Em C G Em C G Em C G Em C G Em C G Em C G Em C G Em C G,I could use a dream or a genie or a wish To go back to a place much simpler than this Cause after all the partyin and smashin and crashin And all the glitz and the glam and the fashion  And all the pandemonium and all the madness There comes a time where you fade to the blackness And when youre staring at that phone in your lap And you hoping but them people never call you back  But thats just how the story unfolds You get another hand soon after you fold And when your plans unravel in the sand What would you wish for if you had one chance?  So airplane airplane sorry Im late Im on my way so dont close that gate If I dont make that then Ill switch my flight And Ill be right back at it by the end of the night ,hiphop
494,B.o.B,AIRPLANES,chorus,Em Em C G Em Em C G Em Em C G Em Em C G,Can we pretend that airplanes In the night sky Are like shooting stars I could really use a wish right now (wish right now wish right now) Can we pretend that airplanes In the night sky Are like shooting stars I could really use a wish right now (wish right now wish right now) ,hiphop
495,B.o.B,AIRPLANES,verse,Em C G Em C G Em C G Em C G Em C G Em C G Em C G Em C G,Somebody take me back to the days Before this was a job before I got paid Before it ever mattered what I had in my bank Yeah back when I was tryin to get a tip at subway  And back when I was rappin for the hell of it But now a days we rappin to stay relevant Im guessin that if we can make some wishes outta airplanes Then maybe yo maybe Ill go back to the days  Before the politics that we call the rap game And back when aint nobody listened to my mix tape And back before I tried to cover up my slang But this is for the hater whats up Bobby Ray  So can I get a wish to end the politics And get back to the music that started this shit So here I stand and then again I say Im hopin we can make some wishes outta airplanes  ,hiphop
496,B.o.B,AIRPLANES,chorus,Em Em C G Em Em C G Em Em C G Em Em C G,Can we pretend that airplanes In the night sky Are like shooting stars I could really use a wish right now (wish right now wish right now) Can we pretend that airplanes In the night sky Are like shooting stars I could really use a wish right now (wish right now wish right now),hiphop
497,twenty one pilots,WE DONT BELIEVE WHATS ON TV,intro,F#m E A A F#m E A A,,hiphop
498,twenty one pilots,WE DONT BELIEVE WHATS ON TV,verse 1,F#m E A F#m E A F#m E A F#m E A,We dont believe whats on TV Because its what we want to see And what we want we know we cant believe We have all learned to kill our dreams  ,hiphop
499,twenty one pilots,WE DONT BELIEVE WHATS ON TV,pre-chorus,Bm F#m A A7 Bm D E,I need to know That when I fail youll still be here Cause if you stick around Ill sing you pretty sounds And well make money selling your hair  ,hiphop
